"vehicle_type","motive_power","make","model","no_vehicles"
"Passenger vehicles","Petrol","VOLKSWAGEN","KOMBI",1409
"Passenger vehicles","Petrol","VOLKSWAGEN","MEYERS MANX",193
"Passenger vehicles","Petrol","VOLKSWAGEN","MICROBUS",98
"Passenger vehicles","Petrol","VOLKSWAGEN","MULTIVAN",102
"Passenger vehicles","Petrol","VOLKSWAGEN","PASSAT",20710
"Passenger vehicles","Petrol","VOLKSWAGEN","POLO",68659
"Passenger vehicles","Petrol","VOLKSWAGEN","SAFARI",20
"Passenger vehicles","Petrol","VOLKSWAGEN","SCIROCCO",1939
"Passenger vehicles","Petrol","VOLKSWAGEN","SPEEDSTER",13
"Passenger vehicles","Petrol","VOLKSWAGEN","SUPERBUG",232
"Passenger vehicles","Petrol","VOLKSWAGEN","T-CROSS",21497
"Passenger vehicles","Petrol","VOLKSWAGEN","T-ROC",26747
"Passenger vehicles","Petrol","VOLKSWAGEN","T3",4
"Passenger vehicles","Petrol","VOLKSWAGEN","TIGUAN",98256
"Passenger vehicles","Petrol","VOLKSWAGEN","TOUAREG",824
"Passenger vehicles","Petrol","VOLKSWAGEN","TOURAN",6
"Passenger vehicles","Petrol","VOLKSWAGEN","TRANSPORTER",913
"Passenger vehicles","Petrol","VOLKSWAGEN","TYPE 1",13
"Passenger vehicles","Petrol","VOLKSWAGEN","TYPE 2",19
"Passenger vehicles","Petrol","VOLKSWAGEN","TYPE 3",184
"Passenger vehicles","Petrol","VOLKSWAGEN","TYPE70C",44
"Passenger vehicles","Petrol","VOLKSWAGEN","UNKNOWN",3194
"Passenger vehicles","Petrol","VOLKSWAGEN","UP!",1881
"Passenger vehicles","Petrol","VOLVO","122",55
"Passenger vehicles","Petrol","VOLVO","123",11
"Passenger vehicles","Petrol","VOLVO","142",13
"Passenger vehicles","Petrol","VOLVO","144",25
"Passenger vehicles","Petrol","VOLVO","164",23
"Passenger vehicles","Petrol","VOLVO","200",75
"Passenger vehicles","Petrol","VOLVO","240",760
"Passenger vehicles","Petrol","VOLVO","242",54
"Passenger vehicles","Petrol","VOLVO","244",127
"Passenger vehicles","Petrol","VOLVO","245",50
"Passenger vehicles","Petrol","VOLVO","264",14
"Passenger vehicles","Petrol","VOLVO","360",15
"Passenger vehicles","Petrol","VOLVO","440",49
"Passenger vehicles","Petrol","VOLVO","70 SERIES",14
"Passenger vehicles","Petrol","VOLVO","700",10
"Passenger vehicles","Petrol","VOLVO","740",234
"Passenger vehicles","Petrol","VOLVO","760",16
"Passenger vehicles","Petrol","VOLVO","850",793
"Passenger vehicles","Petrol","VOLVO","900",118
"Passenger vehicles","Petrol","VOLVO","940",299
"Passenger vehicles","Petrol","VOLVO","960",75
"Passenger vehicles","Petrol","VOLVO","C30",2180
"Passenger vehicles","Petrol","VOLVO","C70",1563
"Passenger vehicles","Petrol","VOLVO","P1800",119
"Passenger vehicles","Petrol","VOLVO","S40",2947
"Passenger vehicles","Petrol","VOLVO","S60",5597
"Passenger vehicles","Petrol","VOLVO","S70",275
"Passenger vehicles","Petrol","VOLVO","S80",594
"Passenger vehicles","Petrol","VOLVO","S90",163
"Passenger vehicles","Petrol","VOLVO","UNKNOWN",854
"Passenger vehicles","Petrol","VOLVO","V40",5052
"Passenger vehicles","Petrol","VOLVO","V50",1542
"Passenger vehicles","Petrol","VOLVO","V60",2174
"Passenger vehicles","Petrol","VOLVO","V70",1007
"Passenger vehicles","Petrol","VOLVO","V90",0
"Passenger vehicles","Petrol","VOLVO","XC40",19280
"Passenger vehicles","Petrol","VOLVO","XC60",19882
"Passenger vehicles","Petrol","VOLVO","XC70",2517
"Passenger vehicles","Petrol","VOLVO","XC90",9881
"Passenger vehicles","Petrol","WANDERER","UNKNOWN",0
"Passenger vehicles","Petrol","WESTFIELD","SEI",14
"Passenger vehicles","Petrol","WESTFIELD","UNKNOWN",39
"Passenger vehicles","Petrol","WHIPPET","UNKNOWN",22
"Passenger vehicles","Petrol","WHITE","UNKNOWN",3
"Passenger vehicles","Petrol","WILLYS","77",8
"Passenger vehicles","Petrol","WILLYS","JEEP",192
"Passenger vehicles","Petrol","WILLYS","KNIGHT",12
"Passenger vehicles","Petrol","WILLYS","OVERLAND",44
"Passenger vehicles","Petrol","WILLYS","UNKNOWN",174
"Passenger vehicles","Petrol","WILLYS","WHIPPET",31
"Passenger vehicles","Petrol","WOLSELEY","""18-85""",13
"Passenger vehicles","Petrol","WOLSELEY","""24-80""",31
"Passenger vehicles","Petrol","WOLSELEY","""6-80""",10
"Passenger vehicles","Petrol","WOLSELEY","1500",20
"Passenger vehicles","Petrol","WOLSELEY","HORNET",14
"Passenger vehicles","Petrol","WOLSELEY","UNKNOWN",158
"Passenger vehicles","Petrol","ZASTAVA","UNKNOWN",3
"Passenger vehicles","Petrol","ZAZ","UNKNOWN",0
"Passenger vehicles","Petrol","ZETA","UNKNOWN",3
"Passenger vehicles","Petrol","ZIMMER","UNKNOWN",3
"Passenger vehicles","Diesel","ALFA ROMEO","147",156
"Passenger vehicles","Diesel","ALFA ROMEO","159",975
"Passenger vehicles","Diesel","ALFA ROMEO","BRERA",3
"Passenger vehicles","Diesel","ALFA ROMEO","GIULIA",56
"Passenger vehicles","Diesel","ALFA ROMEO","GIULIETTA",788
"Passenger vehicles","Diesel","ALFA ROMEO","MITO",3
"Passenger vehicles","Diesel","ALFA ROMEO","SPIDER",0
"Passenger vehicles","Diesel","ALFA ROMEO","STELVIO",595
"Passenger vehicles","Diesel","AM GENERAL","UNKNOWN",7
"Passenger vehicles","Diesel","ASIA MOTORS","COMBI",3
"Passenger vehicles","Diesel","ASIA MOTORS","ROCSTA",9
"Passenger vehicles","Diesel","ASIA MOTORS","UNKNOWN",0
"Passenger vehicles","Diesel","AUDI","100",3
"Passenger vehicles","Diesel","AUDI","A1",306
"Passenger vehicles","Diesel","AUDI","A3",2426
"Passenger vehicles","Diesel","AUDI","A4",5832
"Passenger vehicles","Diesel","AUDI","A5",2786
"Passenger vehicles","Diesel","AUDI","A6",3137
"Passenger vehicles","Diesel","AUDI","A7",550
"Passenger vehicles","Diesel","AUDI","A8",451
"Passenger vehicles","Diesel","AUDI","ALLROAD",15
"Passenger vehicles","Diesel","AUDI","Q2",545
"Passenger vehicles","Diesel","AUDI","Q3",4442
"Passenger vehicles","Diesel","AUDI","Q5",24183
"Passenger vehicles","Diesel","AUDI","Q7",21735
"Passenger vehicles","Diesel","AUDI","Q8",509
"Passenger vehicles","Diesel","AUDI","RS3",0
"Passenger vehicles","Diesel","AUDI","RS4",3
"Passenger vehicles","Diesel","AUDI","RS6",6
"Passenger vehicles","Diesel","AUDI","RSQ3",0
"Passenger vehicles","Diesel","AUDI","RSQ8",29
"Passenger vehicles","Diesel","AUDI","S3",0
"Passenger vehicles","Diesel","AUDI","S4",0
"Passenger vehicles","Diesel","AUDI","S5",0
"Passenger vehicles","Diesel","AUDI","S6",4
"Passenger vehicles","Diesel","AUDI","SQ5",3572
"Passenger vehicles","Diesel","AUDI","SQ7",1488
"Passenger vehicles","Diesel","AUDI","SQ8",204
"Passenger vehicles","Diesel","AUDI","TT",74
"Passenger vehicles","Diesel","AUDI","UNKNOWN",3
"Passenger vehicles","Diesel","AUSTIN","7",0
"Passenger vehicles","Diesel","AUSTIN","LONDON TAXI",6
"Passenger vehicles","Diesel","AUSTIN","UNKNOWN",5
"Passenger vehicles","Diesel","BENTLEY","BENTAYGA",94
"Passenger vehicles","Diesel","BMW","116",3
"Passenger vehicles","Diesel","BMW","118",3442
"Passenger vehicles","Diesel","BMW","120",864
"Passenger vehicles","Diesel","BMW","123",943
"Passenger vehicles","Diesel","BMW","125",9
"Passenger vehicles","Diesel","BMW","135",0
"Passenger vehicles","Diesel","BMW","218",946
"Passenger vehicles","Diesel","BMW","220",485
"Passenger vehicles","Diesel","BMW","225",3
"Passenger vehicles","Diesel","BMW","228",0
"Passenger vehicles","Diesel","BMW","230",0
"Passenger vehicles","Diesel","BMW","3 SERIES",4
"Passenger vehicles","Diesel","BMW","316",3
"Passenger vehicles","Diesel","BMW","318",638
"Passenger vehicles","Diesel","BMW","320",10784
"Passenger vehicles","Diesel","BMW","323",5
"Passenger vehicles","Diesel","BMW","325",10
"Passenger vehicles","Diesel","BMW","328",18
"Passenger vehicles","Diesel","BMW","330",715
"Passenger vehicles","Diesel","BMW","335",13
"Passenger vehicles","Diesel","BMW","420",1029
"Passenger vehicles","Diesel","BMW","428",5
"Passenger vehicles","Diesel","BMW","430",3
"Passenger vehicles","Diesel","BMW","435",0
"Passenger vehicles","Diesel","BMW","440",0
"Passenger vehicles","Diesel","BMW","5 SERIES",0
"Passenger vehicles","Diesel","BMW","520",4157
"Passenger vehicles","Diesel","BMW","523",0
"Passenger vehicles","Diesel","BMW","525",20
"Passenger vehicles","Diesel","BMW","528",8
"Passenger vehicles","Diesel","BMW","530",2358
"Passenger vehicles","Diesel","BMW","535",519
"Passenger vehicles","Diesel","BMW","540",30
"Passenger vehicles","Diesel","BMW","620",97
"Passenger vehicles","Diesel","BMW","635",3
"Passenger vehicles","Diesel","BMW","640",130
"Passenger vehicles","Diesel","BMW","730",544
"Passenger vehicles","Diesel","BMW","740",3
"Passenger vehicles","Diesel","BMW","745",0
"Passenger vehicles","Diesel","BMW","840",3
"Passenger vehicles","Diesel","BMW","ALPINA",63
"Passenger vehicles","Diesel","BMW","M1",3
"Passenger vehicles","Diesel","BMW","M135",0
"Passenger vehicles","Diesel","BMW","M140",0
"Passenger vehicles","Diesel","BMW","M235",0
"Passenger vehicles","Diesel","BMW","M240",0
"Passenger vehicles","Diesel","BMW","M3",6
"Passenger vehicles","Diesel","BMW","M340",0
"Passenger vehicles","Diesel","BMW","M4",0
"Passenger vehicles","Diesel","BMW","M5",0
"Passenger vehicles","Diesel","BMW","MINI",41
"Passenger vehicles","Diesel","BMW","UNKNOWN",25
"Passenger vehicles","Diesel","BMW","X1",11370
"Passenger vehicles","Diesel","BMW","X2",508
"Passenger vehicles","Diesel","BMW","X3",21824
"Passenger vehicles","Diesel","BMW","X4",3945
"Passenger vehicles","Diesel","BMW","X5",48606
"Passenger vehicles","Diesel","BMW","X6",4933
"Passenger vehicles","Diesel","BMW","X7",3884
"Passenger vehicles","Diesel","BUICK","SUPER",3
"Passenger vehicles","Diesel","BUICK","UNKNOWN",0
"Passenger vehicles","Diesel","CADILLAC","DEVILLE",3
"Passenger vehicles","Diesel","CADILLAC","FLEETWOOD",3
"Passenger vehicles","Diesel","CADILLAC","UNKNOWN",3
"Passenger vehicles","Diesel","CHERY","OMODA",3
"Passenger vehicles","Diesel","CHERY","OMODA 5",3
"Passenger vehicles","Diesel","CHEVROLET","BEL AIR",0
"Passenger vehicles","Diesel","CHEVROLET","CAPRICE",3
"Passenger vehicles","Diesel","CHEVROLET","CORVETTE",0
"Passenger vehicles","Diesel","CHEVROLET","G20",0
"Passenger vehicles","Diesel","CHEVROLET","K2500",0
"Passenger vehicles","Diesel","CHEVROLET","SILVERADO",0
"Passenger vehicles","Diesel","CHEVROLET","SUBURBAN",0
"Passenger vehicles","Diesel","CHEVROLET","UNKNOWN",4
"Passenger vehicles","Diesel","CHRYSLER","300",1488
"Passenger vehicles","Diesel","CHRYSLER","GRAND VOYAGER",5
"Passenger vehicles","Diesel","CHRYSLER","PT CRUISER",0
"Passenger vehicles","Diesel","CHRYSLER","SEBRING",5
"Passenger vehicles","Diesel","CHRYSLER","UNKNOWN",3
"Passenger vehicles","Diesel","CHRYSLER","VOYAGER",524
"Passenger vehicles","Diesel","CITROEN","BERLINGO",17
"Passenger vehicles","Diesel","CITROEN","C3",140
"Passenger vehicles","Diesel","CITROEN","C4",2674
"Passenger vehicles","Diesel","CITROEN","C5",1792
"Passenger vehicles","Diesel","CITROEN","C6",68
"Passenger vehicles","Diesel","CITROEN","CX",0
"Passenger vehicles","Diesel","CITROEN","DISPATCH",0
"Passenger vehicles","Diesel","CITROEN","DS3",3
"Passenger vehicles","Diesel","CITROEN","DS4",129
"Passenger vehicles","Diesel","CITROEN","DS5",196
"Passenger vehicles","Diesel","CITROEN","UNKNOWN",3
"Passenger vehicles","Diesel","CITROEN","XANTIA",5
"Passenger vehicles","Diesel","CITROEN","XSARA",0
"Passenger vehicles","Diesel","CUSTOM MADE","UNKNOWN",3
"Passenger vehicles","Diesel","DACIA","UNKNOWN",3
"Passenger vehicles","Diesel","DAIHATSU","CHARADE",0
"Passenger vehicles","Diesel","DAIHATSU","DELTA",3
"Passenger vehicles","Diesel","DAIHATSU","FEROZA",14
"Passenger vehicles","Diesel","DAIHATSU","ROCKY",389
"Passenger vehicles","Diesel","DAIHATSU","SCAT",4
"Passenger vehicles","Diesel","DAIHATSU","SIRION",3
"Passenger vehicles","Diesel","DAIHATSU","TAFT",9
"Passenger vehicles","Diesel","DAIHATSU","TERIOS",3
"Passenger vehicles","Diesel","DAIHATSU","UNKNOWN",18
"Passenger vehicles","Diesel","DAIMLER","250",0
"Passenger vehicles","Diesel","DAIMLER","SP250",0
"Passenger vehicles","Diesel","DATSUN","280ZX",3
"Passenger vehicles","Diesel","DATSUN","720",0
"Passenger vehicles","Diesel","DATSUN","PATROL",28
"Passenger vehicles","Diesel","DATSUN","UNKNOWN",17
"Passenger vehicles","Diesel","DATSUN","URVAN",0
"Passenger vehicles","Diesel","DODGE","AT4",3
"Passenger vehicles","Diesel","DODGE","AVENGER",14
"Passenger vehicles","Diesel","DODGE","CALIBER",108
"Passenger vehicles","Diesel","DODGE","JOURNEY",22
"Passenger vehicles","Diesel","DODGE","NITRO",503
"Passenger vehicles","Diesel","DODGE","UNKNOWN",3
"Passenger vehicles","Diesel","FERRARI","328",0
"Passenger vehicles","Diesel","FIAT","500",124
"Passenger vehicles","Diesel","FIAT","DOBLO",0
"Passenger vehicles","Diesel","FIAT","DUCATO",275
"Passenger vehicles","Diesel","FIAT","FREEMONT",176
"Passenger vehicles","Diesel","FIAT","PANDA",42
"Passenger vehicles","Diesel","FIAT","PUNTO",182
"Passenger vehicles","Diesel","FIAT","RITMO",44
"Passenger vehicles","Diesel","FIAT","SCUDO",5
"Passenger vehicles","Diesel","FIAT","UNKNOWN",4
"Passenger vehicles","Diesel","FORD","BLITZ",0
"Passenger vehicles","Diesel","FORD","BRONCO",7
"Passenger vehicles","Diesel","FORD","CAPRI",3
"Passenger vehicles","Diesel","FORD","COURIER",6
"Passenger vehicles","Diesel","FORD","ECONOVAN",7
"Passenger vehicles","Diesel","FORD","ECOSPORT",4
"Passenger vehicles","Diesel","FORD","ENDURA",3228
"Passenger vehicles","Diesel","FORD","ESCAPE",3221
"Passenger vehicles","Diesel","FORD","EVEREST",86825
"Passenger vehicles","Diesel","FORD","EXPLORER",3
"Passenger vehicles","Diesel","FORD","F100",0
"Passenger vehicles","Diesel","FORD","FAIRLANE",16
"Passenger vehicles","Diesel","FORD","FAIRMONT",10
"Passenger vehicles","Diesel","FORD","FALCON",113
"Passenger vehicles","Diesel","FORD","FESTIVA",0
"Passenger vehicles","Diesel","FORD","FIESTA",1938
"Passenger vehicles","Diesel","FORD","FOCUS",5741
"Passenger vehicles","Diesel","FORD","FUTURA",9
"Passenger vehicles","Diesel","FORD","GALAXY",0
"Passenger vehicles","Diesel","FORD","KUGA",5080
"Passenger vehicles","Diesel","FORD","LANDAU",0
"Passenger vehicles","Diesel","FORD","LASER",6
"Passenger vehicles","Diesel","FORD","LTD",11
"Passenger vehicles","Diesel","FORD","MAVERICK",1785
"Passenger vehicles","Diesel","FORD","MONDEO",18243
"Passenger vehicles","Diesel","FORD","MUSTANG",26
"Passenger vehicles","Diesel","FORD","PUMA",20
"Passenger vehicles","Diesel","FORD","RAIDER",3
"Passenger vehicles","Diesel","FORD","TELSTAR",0
"Passenger vehicles","Diesel","FORD","TERRITORY",43107
"Passenger vehicles","Diesel","FORD","TORINO",3
"Passenger vehicles","Diesel","FORD","TOURNEO",78
"Passenger vehicles","Diesel","FORD","TRADER",6
"Passenger vehicles","Diesel","FORD","TRANSIT",292
"Passenger vehicles","Diesel","FORD","UNKNOWN",68
"Passenger vehicles","Diesel","FOTON","SAUVANA",38
"Passenger vehicles","Diesel","FOTON","VIEW",3
"Passenger vehicles","Diesel","GENESIS","G80",5
"Passenger vehicles","Diesel","GENESIS","GV70",133
"Passenger vehicles","Diesel","GENESIS","GV80",332
"Passenger vehicles","Diesel","GMC","C3500",3
"Passenger vehicles","Diesel","GMC","SIERRA",3
"Passenger vehicles","Diesel","GMC","SUBURBAN",0
"Passenger vehicles","Diesel","GMC","YUKON",4
"Passenger vehicles","Diesel","GREAT WALL","UNKNOWN",3
"Passenger vehicles","Diesel","GREAT WALL","X200",2211
"Passenger vehicles","Diesel","GREAT WALL","X240",6
"Passenger vehicles","Diesel","HAVAL","H2",0
"Passenger vehicles","Diesel","HAVAL","H6",35
"Passenger vehicles","Diesel","HAVAL","H9",0
"Passenger vehicles","Diesel","HAVAL","JOLION",12
"Passenger vehicles","Diesel","HILLMAN","MINX",0
"Passenger vehicles","Diesel","HINO","300 SERIES",3
"Passenger vehicles","Diesel","HINO","DUTRO",0
"Passenger vehicles","Diesel","HOLDEN","48-215",3
"Passenger vehicles","Diesel","HOLDEN","ACADIA",9
"Passenger vehicles","Diesel","HOLDEN","ADVENTRA",3
"Passenger vehicles","Diesel","HOLDEN","ASTRA",1594
"Passenger vehicles","Diesel","HOLDEN","BARINA",10
"Passenger vehicles","Diesel","HOLDEN","BERLINA",8
"Passenger vehicles","Diesel","HOLDEN","CALAIS",96
"Passenger vehicles","Diesel","HOLDEN","CAPRICE",6
"Passenger vehicles","Diesel","HOLDEN","CAPTIVA",39446
"Passenger vehicles","Diesel","HOLDEN","CASCADA",0
"Passenger vehicles","Diesel","HOLDEN","CLUBSPORT",0
"Passenger vehicles","Diesel","HOLDEN","COLORADO",8326
"Passenger vehicles","Diesel","HOLDEN","COMMODORE",377
"Passenger vehicles","Diesel","HOLDEN","CRUZE",10713
"Passenger vehicles","Diesel","HOLDEN","EH SERIES",3
"Passenger vehicles","Diesel","HOLDEN","EPICA",1133
"Passenger vehicles","Diesel","HOLDEN","EQUINOX",921
"Passenger vehicles","Diesel","HOLDEN","FC SERIES",3
"Passenger vehicles","Diesel","HOLDEN","FE SERIES",3
"Passenger vehicles","Diesel","HOLDEN","FJ SERIES",3
"Passenger vehicles","Diesel","HOLDEN","GEMINI",36
"Passenger vehicles","Diesel","HOLDEN","HJ SERIES",3
"Passenger vehicles","Diesel","HOLDEN","HZ SERIES",3
"Passenger vehicles","Diesel","HOLDEN","JACKAROO",1264
"Passenger vehicles","Diesel","HOLDEN","KINGSWOOD",0
"Passenger vehicles","Diesel","HOLDEN","MALIBU",406
"Passenger vehicles","Diesel","HOLDEN","MONARO",0
"Passenger vehicles","Diesel","HOLDEN","RODEO",56
"Passenger vehicles","Diesel","HOLDEN","STATESMAN",10
"Passenger vehicles","Diesel","HOLDEN","SUBURBAN",141
"Passenger vehicles","Diesel","HOLDEN","TORANA",3
"Passenger vehicles","Diesel","HOLDEN","TRAILBLAZER",10642
"Passenger vehicles","Diesel","HOLDEN","TRAX",23
"Passenger vehicles","Diesel","HOLDEN","UNKNOWN",20
"Passenger vehicles","Diesel","HOLDEN","VECTRA",19
"Passenger vehicles","Diesel","HONDA","ACCORD",20
"Passenger vehicles","Diesel","HONDA","CIVIC",410
"Passenger vehicles","Diesel","HONDA","CR-V",1441
"Passenger vehicles","Diesel","HONDA","HR-V",0
"Passenger vehicles","Diesel","HONDA","INTEGRA",3
"Passenger vehicles","Diesel","HONDA","JAZZ",10
"Passenger vehicles","Diesel","HONDA","ODYSSEY",5
"Passenger vehicles","Diesel","HUMMER","H1",3
"Passenger vehicles","Diesel","HUMMER","H3",5
"Passenger vehicles","Diesel","HUMMER","UNKNOWN",3
"Passenger vehicles","Diesel","HYUNDAI","ACCENT",660
"Passenger vehicles","Diesel","HYUNDAI","ELANTRA",12
"Passenger vehicles","Diesel","HYUNDAI","EXCEL",0
"Passenger vehicles","Diesel","HYUNDAI","GETZ",19
"Passenger vehicles","Diesel","HYUNDAI","GRANDEUR",34
"Passenger vehicles","Diesel","HYUNDAI","H-1",6
"Passenger vehicles","Diesel","HYUNDAI","I20",26
"Passenger vehicles","Diesel","HYUNDAI","I30",36831
"Passenger vehicles","Diesel","HYUNDAI","I40",4967
"Passenger vehicles","Diesel","HYUNDAI","I45",7
"Passenger vehicles","Diesel","HYUNDAI","IMAX",8265
"Passenger vehicles","Diesel","HYUNDAI","IX35",18141
"Passenger vehicles","Diesel","HYUNDAI","KONA",22
"Passenger vehicles","Diesel","HYUNDAI","PALISADE",12151
"Passenger vehicles","Diesel","HYUNDAI","SANTA FE",71985
"Passenger vehicles","Diesel","HYUNDAI","SONATA",318
"Passenger vehicles","Diesel","HYUNDAI","STARIA",2985
"Passenger vehicles","Diesel","HYUNDAI","TERRACAN",2599
"Passenger vehicles","Diesel","HYUNDAI","TUCSON",38241
"Passenger vehicles","Diesel","HYUNDAI","UNKNOWN",19
"Passenger vehicles","Diesel","HYUNDAI","VELOSTER",4
"Passenger vehicles","Diesel","HYUNDAI","VENUE",3
"Passenger vehicles","Diesel","INEOS","GRENADIER",957
"Passenger vehicles","Diesel","INEOS","UNKNOWN",3
"Passenger vehicles","Diesel","INFINITI","FX30D",264
"Passenger vehicles","Diesel","INFINITI","M",26
"Passenger vehicles","Diesel","INFINITI","Q30",47
"Passenger vehicles","Diesel","INFINITI","Q50",221
"Passenger vehicles","Diesel","INFINITI","Q70",8
"Passenger vehicles","Diesel","INFINITI","QX30",3
"Passenger vehicles","Diesel","INFINITI","QX70",3
"Passenger vehicles","Diesel","INFINITI","QX80",0
"Passenger vehicles","Diesel","INFINITI","UNKNOWN",3
"Passenger vehicles","Diesel","INTERNATIONAL","SCOUT",3
"Passenger vehicles","Diesel","INTERNATIONAL","UNKNOWN",3
"Passenger vehicles","Diesel","ISUZU","BIGHORN",9
"Passenger vehicles","Diesel","ISUZU","ELF",3
"Passenger vehicles","Diesel","ISUZU","GEMINI",0
"Passenger vehicles","Diesel","ISUZU","MU-X",103059
"Passenger vehicles","Diesel","ISUZU","NKR",0
"Passenger vehicles","Diesel","ISUZU","NPR",0
"Passenger vehicles","Diesel","ISUZU","UNKNOWN",13
"Passenger vehicles","Diesel","IVECO","DAILY",3
"Passenger vehicles","Diesel","IVECO","UNKNOWN",3
"Passenger vehicles","Diesel","JAGUAR","E-PACE",1202
"Passenger vehicles","Diesel","JAGUAR","F-PACE",2747
"Passenger vehicles","Diesel","JAGUAR","F-TYPE",3
"Passenger vehicles","Diesel","JAGUAR","S-TYPE",63
"Passenger vehicles","Diesel","JAGUAR","UNKNOWN",3
"Passenger vehicles","Diesel","JAGUAR","X-TYPE",107
"Passenger vehicles","Diesel","JAGUAR","XE",966
"Passenger vehicles","Diesel","JAGUAR","XF",2483
"Passenger vehicles","Diesel","JAGUAR","XJ",261
"Passenger vehicles","Diesel","JAGUAR","XJ6",5
"Passenger vehicles","Diesel","JAGUAR","XK",3
"Passenger vehicles","Diesel","JEEP","CHEROKEE",2800
"Passenger vehicles","Diesel","JEEP","CJ-7",0
"Passenger vehicles","Diesel","JEEP","COMMANDER",644
"Passenger vehicles","Diesel","JEEP","COMPASS",1295
"Passenger vehicles","Diesel","JEEP","GRAND CHEROKEE",40317
"Passenger vehicles","Diesel","JEEP","PATRIOT",160
"Passenger vehicles","Diesel","JEEP","RENEGADE",3
"Passenger vehicles","Diesel","JEEP","UNKNOWN",0
"Passenger vehicles","Diesel","JEEP","WRANGLER",3000
"Passenger vehicles","Diesel","KIA","CARENS",0
"Passenger vehicles","Diesel","KIA","CARNIVAL",45027
